id,genero,idgenero,año_ingreso,semestre_trimestre,idprograma,programa,facultad,campus,sede,jornada,duracionprograma,añooportuno,estadoalumno,idestadoalumno,tipoprograma
13197,Hombre,1,2017,2,UNAB35551,Magister en Direccion de Recursos Humanos y Habilidades Directivas,Economía y Negocios,LNS,Santiago,On Line,26,2019,Desertor,0,Magíster
13198,Mujer,0,2016,2,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2019,Desertor,0,Magíster
13199,Hombre,1,2018,2,UNAB25477,Magíster en Lenguaje y Comunicación,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2021,Activo,1,Magíster
13200,Mujer,0,2016,2,UNAB25551,Magister en Direccion de Recursos Humanos y Habilidades Directivas,Economía y Negocios,LNS,Santiago,Vespertina,26,2018,Desertor,0,Magíster
13201,Mujer,0,2017,1,UNAB16354,Magister en Neuro Rehabilitación,Ciencias de la Rehabilitación,CON,Concepción,Diurna,4,2019,Desertor,0,Magíster
13202,Mujer,0,2017,1,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2019,Desertor,0,Magíster
13203,Mujer,0,2015,1,UNAB15373,Magíster en Audiología,Ciencias de la Rehabilitación,CAS,Santiago,Diurna,3,2017,Desertor,0,Magíster
13204,Mujer,0,2018,1,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2020,Activo,1,Magíster
13205,Mujer,0,2018,1,UNAB35338,Magíster en Gestión en Atención Primaria de Salud,Enfermería,REP,Santiago,On Line,4,2020,Activo,1,Magíster
13206,Mujer,0,2015,1,UNAB25410,Magister en Enseñanza del Inglés Como Lengua Extranjera,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2017,Desertor,0,Magíster
13207,Mujer,0,2016,1,UNAB15373,Magíster en Audiología,Ciencias de la Rehabilitación,CAS,Santiago,Diurna,3,2018,Desertor,0,Magíster
13208,Mujer,0,2017,1,UNAB25311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2019,Desertor,0,Magíster
13209,Hombre,1,2016,1,UNAB15351,Magíster en Terapia Manual Ortopédica,Ciencias de la Rehabilitación,CON,Concepción,Diurna,4,2018,Desertor,0,Magíster
13210,Hombre,1,2015,1,UNAB25391,Magister en Gestión de la Actividad Física y Deportiva,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2017,Desertor,0,Magíster
13211,Hombre,1,2017,1,UNAB35431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2019,Desertor,0,Magíster
13212,Hombre,1,2015,1,UNAB15351,Magíster en Terapia Manual Ortopédica,Ciencias de la Rehabilitación,CAS,Santiago,Diurna,4,2017,Desertor,0,Magíster
13213,Mujer,0,2017,1,UNAB29981,Magister en Gestión Pedagógica y Curricular,Educación y Ciencias Sociales,RAN,Santiago,Vespertina,4,2019,Desertor,0,Magíster
13214,Mujer,0,2014,1,UNAB29981,Magister en Gestión Pedagógica y Curricular,Educación y Ciencias Sociales,RAN,Santiago,Vespertina,4,2016,Desertor,0,Magíster
13215,Hombre,1,2015,1,UNAB35311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2017,Desertor,0,Magíster
13216,Mujer,0,2018,1,UNAB35338,Magíster en Gestión en Atención Primaria de Salud,Enfermería,REP,Santiago,On Line,4,2020,Activo,1,Magíster
13217,Hombre,1,2015,1,UNAB16354,Magister en Neuro Rehabilitación,Ciencias de la Rehabilitación,CON,Concepción,Diurna,4,2017,Desertor,0,Magíster
13218,Hombre,1,2018,1,UNAB35338,Magíster en Gestión en Atención Primaria de Salud,Enfermería,REP,Santiago,On Line,4,2020,Activo,1,Magíster
13219,Hombre,1,2015,1,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2017,Desertor,0,Magíster
13220,Mujer,0,2014,2,UNAB15321,Magister en Enfermería,Enfermería,REP,Santiago,Diurna,4,2017,Desertor,0,Magíster
13221,Hombre,1,2017,1,UNAB25311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2019,Desertor,0,Magíster
13222,Hombre,1,2017,1,UNAB25311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2019,Desertor,0,Magíster
13223,Hombre,1,2015,1,UNAB25391,Magister en Gestión de la Actividad Física y Deportiva,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2017,Desertor,0,Magíster
13224,Hombre,1,2017,1,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2019,Desertor,0,Magíster
13225,Hombre,1,2015,1,UNAB25410,Magister en Enseñanza del Inglés Como Lengua Extranjera,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2017,Desertor,0,Magíster
13226,Hombre,1,2016,1,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,RAN,Santiago,Vespertina,4,2018,Desertor,0,Magíster
13227,Hombre,1,2018,1,UNAB15637,Magíster en Biotecnología y Ciencias de la Vida,Ciencias de la Vida,REP,Santiago,Diurna,4,2020,Activo,1,Magíster
13228,Mujer,0,2016,1,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2018,Desertor,0,Magíster
13229,Mujer,0,2014,2,UNAB25434,Magister en Terapia Ocupacional con Menciones,Ciencias de la Rehabilitación,CAS,Santiago,Vespertina,3,2016,Desertor,0,Magíster
13230,Hombre,1,2015,1,UNAB25410,Magister en Enseñanza del Inglés Como Lengua Extranjera,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2017,Desertor,0,Magíster
13231,Mujer,0,2017,1,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2019,Desertor,0,Magíster
13232,Mujer,0,2016,1,UNAB15351,Magíster en Terapia Manual Ortopédica,Ciencias de la Rehabilitación,CON,Concepción,Diurna,4,2018,Desertor,0,Magíster
13233,Hombre,1,2014,1,UNAB15351,Magíster en Terapia Manual Ortopédica,Ciencias de la Rehabilitación,CAS,Santiago,Diurna,4,2016,Desertor,0,Magíster
13234,Hombre,1,2016,2,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2019,Desertor,0,Magíster
13235,Mujer,0,2017,2,UNAB16354,Magister en Neuro Rehabilitación,Ciencias de la Rehabilitación,CAS,Santiago,Diurna,4,2020,Activo,1,Magíster
13236,Hombre,1,2014,1,UNAB25391,Magister en Gestión de la Actividad Física y Deportiva,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2016,Desertor,0,Magíster
13237,Hombre,1,2016,1,UNAB15351,Magíster en Terapia Manual Ortopédica,Ciencias de la Rehabilitación,CAS,Santiago,Diurna,4,2018,Desertor,0,Magíster
13238,Mujer,0,2018,1,UNAB35431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2020,Activo,1,Magíster
13239,Hombre,1,2014,1,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2016,Desertor,0,Magíster
13240,Hombre,1,2016,3,UNAB25491,Magíster en Ingeniería Industrial con y Sin Menciones,Ingeniería,ANT,Santiago,Vespertina,3,2019,Desertor,0,Magíster
13241,Mujer,0,2016,2,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2019,Desertor,0,Magíster
13242,Mujer,0,2015,1,UNAB35431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2017,Desertor,0,Magíster
13243,Mujer,0,2017,1,UNAB25554,Magister en Direccion de Empresas (MBA Executive),Economía y Negocios,LNS,Santiago,Vespertina,28,2019,Desertor,0,Magíster
13244,Mujer,0,2014,2,UNAB25434,Magister en Terapia Ocupacional con Menciones,Ciencias de la Rehabilitación,CAS,Santiago,Vespertina,3,2016,Desertor,0,Magíster
13245,Hombre,1,2015,2,UNAB25409,Magister en Ingeniería Informática,Ingeniería,REP,Santiago,Vespertina,4,2018,Desertor,0,Magíster
13246,Hombre,1,2014,1,UNAB15351,Magíster en Terapia Manual Ortopédica,Ciencias de la Rehabilitación,CAS,Santiago,Diurna,4,2016,Desertor,0,Magíster
13247,Mujer,0,2015,1,UNAB25410,Magister en Enseñanza del Inglés Como Lengua Extranjera,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2017,Desertor,0,Magíster
13248,Hombre,1,2014,1,UNAB25317,Magister en Administración de Empresas,Economía y Negocios,CAS,Santiago,Vespertina,4,2016,Desertor,0,Magíster
13249,Mujer,0,2017,1,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2019,Desertor,0,Magíster
13250,Hombre,1,2015,1,UNAB25391,Magister en Gestión de la Actividad Física y Deportiva,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2017,Desertor,0,Magíster
13251,Mujer,0,2014,1,UNAB25410,Magister en Enseñanza del Inglés Como Lengua Extranjera,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2016,Desertor,0,Magíster
13252,Hombre,1,2018,1,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2020,Activo,1,Magíster
13253,Hombre,1,2014,1,UNAB25317,Magister en Administración de Empresas,Economía y Negocios,CAS,Santiago,Vespertina,4,2016,Desertor,0,Magíster
13254,Hombre,1,2015,2,UNAB15427,Magíster en Gestión Sustentable de Destinos y Proyectos Turísticos,Ciencias de la Vida,REP,Santiago,Diurna,4,2018,Desertor,0,Magíster
13255,Hombre,1,2014,1,UNAB25317,Magister en Administración de Empresas,Economía y Negocios,CAS,Santiago,Vespertina,4,2016,Desertor,0,Magíster
13256,Hombre,1,2014,1,UNAB25317,Magister en Administración de Empresas,Economía y Negocios,CAS,Santiago,Vespertina,4,2016,Desertor,0,Magíster
13257,Hombre,1,2017,1,UNAB25311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2019,Desertor,0,Magíster
13258,Hombre,1,2015,1,UNAB15373,Magíster en Audiología,Ciencias de la Rehabilitación,CAS,Santiago,Diurna,3,2017,Desertor,0,Magíster
13259,Mujer,0,2014,2,UNAB15321,Magister en Enfermería,Enfermería,VIN,Viña del Mar,Diurna,4,2017,Desertor,0,Magíster
13260,Mujer,0,2016,1,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2018,Desertor,0,Magíster
13261,Hombre,1,2014,1,UNAB15373,Magíster en Audiología,Ciencias de la Rehabilitación,CAS,Santiago,Diurna,3,2016,Desertor,0,Magíster
13262,Hombre,1,2017,1,UNAB25311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2019,Desertor,0,Magíster
13263,Mujer,0,2016,1,UNAB25361,Magister en Educación Inicial Mención en Didactica de las Matemáticas y el Lenguaje,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2018,Desertor,0,Magíster
13264,Hombre,1,2016,2,UNAB25551,Magister en Direccion de Recursos Humanos y Habilidades Directivas,Economía y Negocios,PRO,Santiago,Vespertina,26,2018,Desertor,0,Magíster
13265,Hombre,1,2015,2,UNAB35409,Magister en Ingeniería Informática,Ingeniería,REP,Santiago,On Line,4,2018,Desertor,0,Magíster
13266,Hombre,1,2015,1,UNAB16354,Magister en Neuro Rehabilitación,Ciencias de la Rehabilitación,CON,Concepción,Diurna,4,2017,Desertor,0,Magíster
13267,Mujer,0,2018,2,UNAB35338,Magíster en Gestión en Atención Primaria de Salud,Enfermería,REP,Santiago,On Line,4,2021,Activo,1,Magíster
13268,Mujer,0,2016,1,UNAB16354,Magister en Neuro Rehabilitación,Ciencias de la Rehabilitación,VIN,Viña del Mar,Diurna,4,2018,Desertor,0,Magíster
13269,Mujer,0,2014,1,UNAB25361,Magister en Educación Inicial Mención en Didactica de las Matemáticas y el Lenguaje,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2016,Desertor,0,Magíster
13270,Hombre,1,2018,1,UNAB35391,Magister en Gestión de la Actividad Física y Deportiva,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2020,Activo,1,Magíster
13271,Hombre,1,2017,1,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2019,Desertor,0,Magíster
13272,Hombre,1,2017,2,UNAB25311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2020,Activo,1,Magíster
13273,Mujer,0,2017,1,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2019,Desertor,0,Magíster
13274,Hombre,1,2014,1,UNAB25409,Magister en Ingeniería Informática,Ingeniería,REP,Santiago,Vespertina,4,2016,Desertor,0,Magíster
13275,Mujer,0,2017,2,UNAB35311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2020,Activo,1,Magíster
13276,Hombre,1,2017,1,UNAB25893,Magíster en Rendimiento Deportivo,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2019,Desertor,0,Magíster
13277,Mujer,0,2014,1,UNAB25409,Magister en Ingeniería Informática,Ingeniería,CON,Concepción,Vespertina,4,2016,Desertor,0,Magíster
13278,Hombre,1,2014,1,UNAB15351,Magíster en Terapia Manual Ortopédica,Ciencias de la Rehabilitación,CON,Concepción,Diurna,4,2016,Desertor,0,Magíster
13279,Hombre,1,2014,1,UNAB25317,Magister en Administración de Empresas,Economía y Negocios,VIN,Viña del Mar,Vespertina,4,2016,Desertor,0,Magíster
13280,Hombre,1,2018,1,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2020,Activo,1,Magíster
13281,Mujer,0,2016,1,UNAB25410,Magister en Enseñanza del Inglés Como Lengua Extranjera,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2018,Desertor,0,Magíster
13282,Hombre,1,2017,1,UNAB15351,Magíster en Terapia Manual Ortopédica,Ciencias de la Rehabilitación,CAS,Santiago,Diurna,4,2019,Desertor,0,Magíster
13283,Mujer,0,2014,1,UNAB25311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2016,Desertor,0,Magíster
13284,Mujer,0,2015,1,UNAB16354,Magister en Neuro Rehabilitación,Ciencias de la Rehabilitación,CON,Concepción,Diurna,4,2017,Desertor,0,Magíster
13285,Mujer,0,2014,2,UNAB25434,Magister en Terapia Ocupacional con Menciones,Ciencias de la Rehabilitación,CON,Concepción,Vespertina,3,2016,Desertor,0,Magíster
13286,Hombre,1,2014,1,UNAB15373,Magíster en Audiología,Ciencias de la Rehabilitación,CAS,Santiago,Diurna,3,2016,Desertor,0,Magíster
13287,Hombre,1,2016,1,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2018,Desertor,0,Magíster
13288,Hombre,1,2014,1,UNAB25391,Magister en Gestión de la Actividad Física y Deportiva,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2016,Desertor,0,Magíster
13289,Mujer,0,2014,1,UNAB35311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2016,Desertor,0,Magíster
13290,Mujer,0,2016,1,UNAB35311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2018,Desertor,0,Magíster
13291,Mujer,0,2017,1,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2019,Desertor,0,Magíster
13292,Hombre,1,2014,2,IPPG15348,MBA con Especialización en Salud,IPPG,REP,Santiago,Diurna,4,2017,Desertor,0,Magíster
13293,Hombre,1,2014,1,UNAB15351,Magíster en Terapia Manual Ortopédica,Ciencias de la Rehabilitación,CAS,Santiago,Diurna,4,2016,Desertor,0,Magíster
13294,Hombre,1,2014,1,UNAB15351,Magíster en Terapia Manual Ortopédica,Ciencias de la Rehabilitación,CAS,Santiago,Diurna,4,2016,Desertor,0,Magíster
13295,Hombre,1,2015,1,UNAB29981,Magister en Gestión Pedagógica y Curricular,Educación y Ciencias Sociales,RAN,Santiago,Vespertina,4,2017,Desertor,0,Magíster
13296,Hombre,1,2014,1,UNAB25317,Magister en Administración de Empresas,Economía y Negocios,CAS,Santiago,Vespertina,4,2016,Desertor,0,Magíster
13297,Hombre,1,2014,1,UNAB25317,Magister en Administración de Empresas,Economía y Negocios,CAS,Santiago,Vespertina,4,2016,Desertor,0,Magíster
13298,Hombre,1,2015,1,UNAB25391,Magister en Gestión de la Actividad Física y Deportiva,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2017,Desertor,0,Magíster
13299,Hombre,1,2017,1,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2019,Desertor,0,Magíster
13300,Hombre,1,2015,1,UNAB25391,Magister en Gestión de la Actividad Física y Deportiva,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2017,Desertor,0,Magíster
13301,Mujer,0,2017,1,UNAB25477,Magíster en Lenguaje y Comunicación,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2020,Activo,1,Magíster
13302,Hombre,1,2017,1,UNAB25409,Magister en Ingeniería Informática,Ingeniería,ANT,Santiago,Vespertina,3,2019,Desertor,0,Magíster
13303,Hombre,1,2014,1,UNAB16354,Magister en Neuro Rehabilitación,Ciencias de la Rehabilitación,CAS,Santiago,Diurna,4,2016,Desertor,0,Magíster
13304,Hombre,1,2017,1,UNAB35553,Magister en Direccion Comercial y Marketing Estrategico,Economía y Negocios,LNS,Santiago,On Line,26,2019,Desertor,0,Magíster
13305,Mujer,0,2014,2,UNAB25434,Magister en Terapia Ocupacional con Menciones,Ciencias de la Rehabilitación,CAS,Santiago,Vespertina,3,2016,Desertor,0,Magíster
13306,Hombre,1,2014,1,UNAB25391,Magister en Gestión de la Actividad Física y Deportiva,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2016,Desertor,0,Magíster
13307,Mujer,0,2017,1,IPPG35481,Magíster en Salud Pública con Menciones (Mph),IPPG,REP,Santiago,On Line,4,2019,Desertor,0,Magíster
13308,Mujer,0,2015,1,UNAB15321,Magister en Enfermería,Enfermería,REP,Santiago,Diurna,4,2017,Desertor,0,Magíster
13309,Hombre,1,2016,1,UNAB16354,Magister en Neuro Rehabilitación,Ciencias de la Rehabilitación,CAS,Santiago,Diurna,4,2018,Desertor,0,Magíster
13310,Hombre,1,2016,1,UNAB35391,Magister en Gestión de la Actividad Física y Deportiva,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2018,Desertor,0,Magíster
13311,Hombre,1,2017,1,UNAB15351,Magíster en Terapia Manual Ortopédica,Ciencias de la Rehabilitación,CAS,Santiago,Diurna,4,2019,Desertor,0,Magíster
13312,Mujer,0,2017,1,UNAB25636,Magíster en Ingeniería Industrial con y Sin Menciones,Ingeniería,ANT,Santiago,Vespertina,3,2019,Desertor,0,Magíster
13313,Hombre,1,2017,1,UNAB25311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2019,Desertor,0,Magíster
13314,Mujer,0,2014,2,UNAB25434,Magister en Terapia Ocupacional con Menciones,Ciencias de la Rehabilitación,CON,Concepción,Vespertina,3,2016,Desertor,0,Magíster
13315,Mujer,0,2018,2,UNAB25713,Magíster en Educación Emocional y Convivencia Escolar,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,3,2020,Activo,1,Magíster
13316,Mujer,0,2014,1,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,RAN,Santiago,Vespertina,4,2016,Desertor,0,Magíster
13317,Mujer,0,2015,1,UNAB25391,Magister en Gestión de la Actividad Física y Deportiva,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2017,Desertor,0,Magíster
13318,Hombre,1,2015,1,UNAB15373,Magíster en Audiología,Ciencias de la Rehabilitación,CAS,Santiago,Diurna,3,2017,Desertor,0,Magíster
13319,Mujer,0,2015,1,UNAB15351,Magíster en Terapia Manual Ortopédica,Ciencias de la Rehabilitación,CON,Concepción,Diurna,4,2017,Desertor,0,Magíster
